name,team,total_points,position,goals_scored,assists,clean_sheets,yellow_cards,red_cards,goals_conceded,own_goals,penalties_missed,penalties_saved,saves,bonus_points,value_first_gw,team_strength,team_strength_overall_home,team_strength_overall_away,team_strength_attack_home,team_strength_attack_away,team_strength_defence_home,team_strength_defence_away,season
Mohamed Naser El Sayed Elneny,Arsenal,27,MID,0,2,0,1,0,17,0,0,0,0,0,45,4.0,1250.0,1270.0,1150.0,1210.0,1190.0,1220.0,2021-22
Moisés Caicedo,Brighton,27,MID,1,1,4,2,0,6,0,0,0,0,1,45,3.0,1100.0,1090.0,1160.0,1160.0,1100.0,1120.0,2021-22
Ferran Torres,Man City,26,MID,2,1,3,0,0,1,0,0,0,0,2,70,5.0,1350.0,1370.0,1340.0,1360.0,1340.0,1360.0,2021-22
Ken Sema,Watford,26,MID,0,0,2,1,0,16,0,0,0,0,0,55,2.0,1060.0,1030.0,1090.0,1040.0,1120.0,1070.0,2021-22
Daniel Bachmann,Watford,25,GK,0,0,0,0,0,28,0,0,0,47,0,45,2.0,1060.0,1030.0,1090.0,1040.0,1120.0,1070.0,2021-22
Andriy Yarmolenko,West Ham,25,MID,1,0,1,1,0,4,0,0,0,0,0,55,3.0,1130.0,1190.0,1110.0,1150.0,1160.0,1180.0,2021-22
Adam Masina,Watford,25,DEF,0,1,1,0,0,26,0,0,0,0,2,45,2.0,1060.0,1030.0,1090.0,1040.0,1120.0,1070.0,2021-22
Nampalys Mendy,Leicester,24,MID,0,0,2,3,0,15,0,0,0,0,0,45,3.0,1090.0,1200.0,1100.0,1080.0,1150.0,1160.0,2021-22
Yerry Mina,Everton,24,DEF,0,0,2,3,0,10,0,0,0,0,0,50,2.0,1050.0,1090.0,1130.0,1090.0,1110.0,1110.0,2021-22
Robin Koch,Leeds,23,DEF,0,0,1,3,0,40,0,0,0,0,0,45,3.0,1070.0,1080.0,1080.0,1070.0,1100.0,1100.0,2021-22
Lukas Rupp,Norwich,23,MID,0,0,0,0,0,16,0,0,0,0,0,45,2.0,1030.0,1040.0,1040.0,1040.0,1040.0,1030.0,2021-22
Marvelous Nakamba,Aston Villa,22,MID,0,0,2,5,0,20,0,0,0,0,0,45,3.0,1100.0,1100.0,1140.0,1110.0,1090.0,1090.0,2021-22
Divock Origi,Liverpool,22,FWD,3,0,0,0,0,0,0,0,0,0,3,50,5.0,1340.0,1360.0,1300.0,1350.0,1340.0,1350.0,2021-22
Héctor Junior Firpo Adames,Leeds,22,DEF,0,2,1,11,0,49,1,0,0,0,4,50,3.0,1070.0,1080.0,1080.0,1070.0,1100.0,1100.0,2021-22
Anwar El Ghazi,Everton,22,MID,1,1,1,2,0,8,0,0,0,0,1,60,2.0,1050.0,1090.0,1130.0,1090.0,1110.0,1110.0,2021-22
Joseph Gomez,Liverpool,22,DEF,0,1,2,2,0,3,0,0,0,0,2,50,5.0,1340.0,1360.0,1300.0,1350.0,1340.0,1350.0,2021-22
Tanguy Ndombele,Spurs,22,MID,1,1,0,1,0,11,0,0,0,0,0,60,4.0,1210.0,1270.0,1190.0,1200.0,1210.0,1210.0,2021-22
Mads Bech Sørensen,Brentford,22,DEF,0,0,2,3,0,14,0,0,0,0,1,45,2.0,1060.0,1070.0,1120.0,1150.0,1080.0,1120.0,2021-22
Pedro Lomba Neto,Wolves,22,MID,1,1,0,3,0,14,0,0,0,0,0,65,3.0,1200.0,1170.0,1150.0,1160.0,1080.0,1100.0,2021-22
Christian Kabasele,Watford,21,DEF,0,0,1,0,0,30,0,0,0,0,0,45,2.0,1060.0,1030.0,1090.0,1040.0,1120.0,1070.0,2021-22
Jonjoe Kenny,Everton,21,DEF,0,1,1,1,1,24,0,0,0,0,0,45,2.0,1050.0,1090.0,1130.0,1090.0,1110.0,1110.0,2021-22
Matt Ritchie,Newcastle,20,DEF,0,2,0,5,0,37,0,0,0,0,0,50,3.0,1090.0,1170.0,1050.0,1030.0,1040.0,1070.0,2021-22
Karl Darlow,Newcastle,20,GK,0,0,0,1,0,15,0,0,0,24,3,45,3.0,1090.0,1170.0,1050.0,1030.0,1040.0,1070.0,2021-22
Sam Byram,Norwich,20,DEF,0,0,2,3,0,27,0,0,0,0,0,45,2.0,1030.0,1040.0,1040.0,1040.0,1040.0,1030.0,2021-22
Kortney Hause,Aston Villa,20,DEF,1,0,1,0,0,9,0,0,0,0,3,45,3.0,1100.0,1100.0,1140.0,1110.0,1090.0,1090.0,2021-22
Mark Noble,West Ham,19,MID,1,0,1,0,0,5,0,1,0,0,1,45,3.0,1130.0,1190.0,1110.0,1150.0,1160.0,1180.0,2021-22
Shane Long,Southampton,19,FWD,1,0,0,1,0,5,0,0,0,0,0,55,3.0,1080.0,1110.0,1090.0,1140.0,1120.0,1090.0,2021-22
Jamie Shackleton,Leeds,19,MID,0,1,1,4,0,14,0,0,0,0,0,45,3.0,1070.0,1080.0,1080.0,1070.0,1100.0,1100.0,2021-22
Kepa Arrizabalaga,Chelsea,19,GK,0,0,2,0,0,2,0,0,0,11,1,50,4.0,1290.0,1320.0,1300.0,1300.0,1250.0,1290.0,2021-22
Luka Milivojevic,Crystal Palace,19,MID,0,0,1,1,0,16,1,0,0,0,0,55,3.0,1090.0,1100.0,1110.0,1160.0,1080.0,1160.0,2021-22
Fabian Delph,Everton,18,MID,0,0,3,2,0,6,0,0,0,0,0,45,2.0,1050.0,1090.0,1130.0,1090.0,1110.0,1110.0,2021-22
André Filipe Tavares Gomes,Everton,18,MID,0,1,0,3,0,19,0,0,0,0,0,50,2.0,1050.0,1090.0,1130.0,1090.0,1110.0,1110.0,2021-22
William Troost-Ekong,Watford,18,DEF,0,0,0,3,0,30,0,0,0,0,0,45,2.0,1060.0,1030.0,1090.0,1040.0,1120.0,1070.0,2021-22
Przemyslaw Placheta,Norwich,18,MID,0,0,1,1,0,12,0,0,0,0,0,50,2.0,1030.0,1040.0,1040.0,1040.0,1040.0,1030.0,2021-22
Willy Boly,Wolves,17,DEF,0,0,1,1,0,20,0,0,0,0,0,50,3.0,1200.0,1170.0,1150.0,1160.0,1080.0,1100.0,2021-22
James Tomkins,Crystal Palace,17,DEF,1,0,0,2,0,11,0,0,0,0,2,45,3.0,1090.0,1100.0,1110.0,1160.0,1080.0,1160.0,2021-22
Wesley Fofana,Leicester,17,DEF,0,0,1,2,0,7,0,0,0,0,2,45,3.0,1090.0,1200.0,1100.0,1080.0,1150.0,1160.0,2021-22
Christos Tzolis,Norwich,16,MID,0,0,0,0,0,9,0,0,0,0,0,50,2.0,1030.0,1040.0,1040.0,1040.0,1040.0,1030.0,2021-22
Carney Chukwuemeka,Aston Villa,16,MID,0,1,0,0,0,6,0,0,0,0,0,45,3.0,1100.0,1100.0,1140.0,1110.0,1090.0,1090.0,2021-22
Sam Greenwood,Leeds,15,FWD,0,2,0,0,0,5,0,0,0,0,0,45,3.0,1070.0,1080.0,1080.0,1070.0,1100.0,1100.0,2021-22
Ross Barkley,Chelsea,14,MID,1,0,1,0,0,2,0,0,0,0,1,55,4.0,1290.0,1320.0,1300.0,1300.0,1250.0,1290.0,2021-22
Ki-Jana Hoever,Wolves,14,DEF,0,0,1,1,0,5,0,0,0,0,0,40,3.0,1200.0,1170.0,1150.0,1160.0,1080.0,1100.0,2021-22
Andrew Omobamidele,Norwich,14,DEF,1,0,0,1,0,9,0,0,0,0,3,40,2.0,1030.0,1040.0,1040.0,1040.0,1040.0,1030.0,2021-22
Anthony Martial,Man Utd,14,FWD,1,0,0,0,0,3,0,0,0,0,2,80,4.0,1210.0,1270.0,1170.0,1190.0,1190.0,1200.0,2021-22
Axel Tuanzebe,Man Utd,14,DEF,0,0,1,1,0,10,0,0,0,0,0,45,4.0,1210.0,1270.0,1170.0,1190.0,1190.0,1200.0,2021-22
Ciaran Clark,Newcastle,14,DEF,0,1,0,2,1,27,0,0,0,0,1,45,3.0,1090.0,1170.0,1050.0,1030.0,1040.0,1070.0,2021-22
Morgan Sanson,Aston Villa,13,MID,0,0,0,0,0,8,0,0,0,0,0,50,3.0,1100.0,1100.0,1140.0,1110.0,1090.0,1090.0,2021-22
Bertrand Traoré,Aston Villa,13,MID,0,1,0,0,0,3,0,0,0,0,0,60,3.0,1100.0,1100.0,1140.0,1110.0,1090.0,1090.0,2021-22
Moussa Djenepo,Southampton,13,MID,0,0,1,3,0,10,0,0,0,0,0,55,3.0,1080.0,1110.0,1090.0,1140.0,1120.0,1090.0,2021-22
Asmir Begović,Everton,13,GK,0,0,1,0,0,8,0,0,0,11,3,40,2.0,1050.0,1090.0,1130.0,1090.0,1110.0,1110.0,2021-22
Steven Alzate,Brighton,13,MID,0,0,0,0,0,7,0,0,0,0,0,50,3.0,1100.0,1090.0,1160.0,1160.0,1100.0,1120.0,2021-22
Theo Walcott,Southampton,12,MID,0,0,0,0,0,8,0,0,0,0,0,60,3.0,1080.0,1110.0,1090.0,1140.0,1120.0,1090.0,2021-22
Tom Davies,Everton,12,MID,1,0,0,1,0,9,0,0,0,0,0,50,2.0,1050.0,1090.0,1130.0,1090.0,1110.0,1110.0,2021-22
Ainsley Maitland-Niles,Arsenal,12,MID,0,0,2,0,0,4,0,0,0,0,0,55,4.0,1250.0,1270.0,1150.0,1210.0,1190.0,1220.0,2021-22
Harvey Elliott,Liverpool,12,MID,0,0,2,0,0,2,0,0,0,0,0,55,5.0,1340.0,1360.0,1300.0,1350.0,1340.0,1350.0,2021-22
Jack Stephens,Southampton,12,DEF,0,0,1,3,0,19,0,0,0,0,0,45,3.0,1080.0,1110.0,1090.0,1140.0,1120.0,1090.0,2021-22
Giovani Lo Celso,Spurs,11,MID,0,0,0,0,0,5,0,0,0,0,0,60,4.0,1210.0,1270.0,1190.0,1200.0,1210.0,1210.0,2021-22
Dan Gosling,Watford,11,MID,1,0,1,0,0,5,0,0,0,0,0,50,2.0,1060.0,1030.0,1090.0,1040.0,1120.0,1070.0,2021-22
Federico Fernández,Newcastle,11,DEF,0,1,0,0,0,12,0,0,0,0,0,45,3.0,1090.0,1170.0,1050.0,1030.0,1040.0,1070.0,2021-22
Jannik Vestergaard,Leicester,11,DEF,0,0,1,2,0,16,0,0,0,0,0,50,3.0,1090.0,1200.0,1100.0,1080.0,1150.0,1160.0,2021-22
Marcus Forss,Brentford,11,FWD,0,1,0,0,0,4,0,0,0,0,0,55,2.0,1060.0,1070.0,1120.0,1150.0,1080.0,1120.0,2021-22
Oghenekaro Peter Etebo,Watford,10,MID,0,0,0,3,0,8,0,0,0,0,0,45,2.0,1060.0,1030.0,1090.0,1040.0,1120.0,1070.0,2021-22
Charlie Goode,Brentford,10,DEF,0,0,1,3,0,6,0,0,0,0,0,40,2.0,1060.0,1070.0,1120.0,1150.0,1080.0,1120.0,2021-22
Bernd Leno,Arsenal,10,GK,0,0,1,0,0,9,0,0,0,10,0,50,4.0,1250.0,1270.0,1150.0,1210.0,1190.0,1220.0,2021-22
Todd Cantwell,Norwich,10,MID,0,0,0,2,0,15,0,0,0,0,0,55,2.0,1030.0,1040.0,1040.0,1040.0,1040.0,1030.0,2021-22
Jamal Lewis,Newcastle,10,DEF,0,0,1,1,0,4,0,0,0,0,0,45,3.0,1090.0,1170.0,1050.0,1030.0,1040.0,1070.0,2021-22
Juan Mata,Man Utd,10,MID,0,0,1,0,0,4,0,0,0,0,0,50,4.0,1210.0,1270.0,1170.0,1190.0,1190.0,1200.0,2021-22
Freddie Woodman,Newcastle,9,GK,0,0,0,0,0,12,0,0,1,10,0,45,3.0,1090.0,1170.0,1050.0,1030.0,1040.0,1070.0,2021-22
Bryan Gil Salvatierra,Spurs,9,MID,0,0,0,0,0,1,0,0,0,0,0,60,4.0,1210.0,1270.0,1190.0,1200.0,1210.0,1210.0,2021-22
Yan Valery,Southampton,9,DEF,0,0,1,0,0,7,0,0,0,0,0,40,3.0,1080.0,1110.0,1090.0,1140.0,1120.0,1090.0,2021-22
Jacob Sørensen,Norwich,9,DEF,0,0,0,0,0,18,0,0,0,0,0,45,2.0,1030.0,1040.0,1040.0,1040.0,1040.0,1030.0,2021-22
Cole Palmer,Man City,9,MID,0,1,1,0,0,0,0,0,0,0,0,45,5.0,1350.0,1370.0,1340.0,1360.0,1340.0,1360.0,2021-22
Hamza Choudhury,Leicester,8,MID,0,0,1,1,0,4,0,0,0,0,0,45,3.0,1090.0,1200.0,1100.0,1080.0,1150.0,1160.0,2021-22
Caoimhin Kelleher,Liverpool,8,GK,0,0,1,0,0,2,0,0,0,6,0,45,5.0,1340.0,1360.0,1300.0,1350.0,1340.0,1350.0,2021-22
Jeff Hendrick,Newcastle,8,MID,1,0,0,0,0,3,0,0,0,0,0,50,3.0,1090.0,1170.0,1050.0,1030.0,1040.0,1070.0,2021-22
Dwight Gayle,Newcastle,7,FWD,0,0,0,1,0,0,0,0,0,0,0,55,3.0,1090.0,1170.0,1050.0,1030.0,1040.0,1070.0,2021-22
Zack Steffen,Man City,7,GK,0,0,1,0,0,0,0,0,0,2,1,45,5.0,1350.0,1370.0,1340.0,1360.0,1340.0,1360.0,2021-22
Kevin Long,Burnley,7,DEF,0,0,0,1,0,7,0,0,0,0,0,40,2.0,1060.0,1060.0,1080.0,1130.0,1060.0,1100.0,2021-22
Ryan Fredericks,West Ham,7,DEF,0,0,0,1,0,6,0,0,0,0,0,45,3.0,1130.0,1190.0,1110.0,1150.0,1160.0,1180.0,2021-22
Danny Rose,Watford,7,DEF,0,0,0,4,0,16,0,0,0,0,0,45,2.0,1060.0,1030.0,1090.0,1040.0,1120.0,1070.0,2021-22
Luke Cundle,Wolves,7,MID,0,0,1,0,0,1,0,0,0,0,0,45,3.0,1200.0,1170.0,1150.0,1160.0,1080.0,1100.0,2021-22
Jarrad Branthwaite,Everton,7,DEF,1,0,0,0,1,17,0,0,0,0,1,40,2.0,1050.0,1090.0,1130.0,1090.0,1110.0,1110.0,2021-22
Pelenda Joshua Dasilva,Brentford,7,MID,0,0,0,0,1,6,0,0,0,0,0,55,2.0,1060.0,1070.0,1120.0,1150.0,1080.0,1120.0,2021-22
Paul Dummett,Newcastle,7,DEF,0,0,1,2,0,1,0,0,0,0,0,45,3.0,1090.0,1170.0,1050.0,1030.0,1040.0,1070.0,2021-22
Crysencio Summerville,Leeds,6,MID,0,0,0,0,0,1,0,0,0,0,0,45,3.0,1070.0,1080.0,1080.0,1070.0,1100.0,1100.0,2021-22
William Smallbone,Southampton,5,MID,0,0,0,0,0,5,0,0,0,0,0,45,3.0,1080.0,1110.0,1090.0,1140.0,1120.0,1090.0,2021-22
Francisco Sierralta,Watford,5,DEF,0,0,0,0,0,9,1,0,0,0,0,45,2.0,1060.0,1030.0,1090.0,1040.0,1120.0,1070.0,2021-22
Aaron Connolly,Brighton,5,FWD,0,0,0,0,0,1,0,0,0,0,0,55,3.0,1100.0,1090.0,1160.0,1160.0,1100.0,1120.0,2021-22
Jairo Riedewald,Crystal Palace,4,MID,0,0,0,0,0,5,0,0,0,0,0,50,3.0,1090.0,1100.0,1110.0,1160.0,1080.0,1160.0,2021-22
Ryan Bertrand,Leicester,4,DEF,0,0,0,1,0,7,0,0,0,0,0,50,3.0,1090.0,1200.0,1100.0,1080.0,1150.0,1160.0,2021-22
Jesurun Rak-Sakyi,Crystal Palace,4,MID,0,0,1,0,0,0,0,0,0,0,0,45,3.0,1090.0,1100.0,1110.0,1160.0,1080.0,1160.0,2021-22
Wayne Hennessey,Burnley,4,GK,0,0,0,0,0,6,0,0,0,8,0,45,2.0,1060.0,1060.0,1080.0,1130.0,1060.0,1100.0,2021-22
Neco Williams,Liverpool,4,DEF,0,1,0,0,0,0,0,0,0,0,0,40,5.0,1340.0,1360.0,1300.0,1350.0,1340.0,1350.0,2021-22
Dale Stephens,Burnley,4,MID,0,0,1,1,0,0,0,0,0,0,0,45,2.0,1060.0,1060.0,1080.0,1130.0,1060.0,1100.0,2021-22
Mads Bidstrup,Brentford,4,MID,0,0,0,0,0,0,0,0,0,0,0,45,2.0,1060.0,1070.0,1120.0,1150.0,1080.0,1120.0,2021-22
Benjamin Mendy,Man City,3,DEF,0,0,0,0,0,1,0,0,0,0,1,55,5.0,1350.0,1370.0,1340.0,1360.0,1340.0,1360.0,2021-22
Jean-Philippe Gbamin,Everton,3,MID,0,0,0,0,0,2,0,0,0,0,0,45,2.0,1050.0,1090.0,1130.0,1090.0,1110.0,1110.0,2021-22
Joe Rodon,Spurs,3,DEF,0,0,0,0,0,3,0,0,0,0,0,45,4.0,1210.0,1270.0,1190.0,1200.0,1210.0,1210.0,2021-22
Danny Ward,Leicester,3,GK,0,0,0,0,0,1,0,0,0,4,0,40,3.0,1090.0,1200.0,1100.0,1080.0,1150.0,1160.0,2021-22
Ashley Fletcher,Watford,3,FWD,0,0,0,0,0,0,0,0,0,0,0,50,2.0,1060.0,1030.0,1090.0,1040.0,1120.0,1070.0,2021-22
Dominic Thompson,Brentford,3,DEF,0,0,0,0,0,3,0,0,0,0,0,45,2.0,1060.0,1070.0,1120.0,1150.0,1080.0,1120.0,2021-22
John Ruddy,Wolves,3,GK,0,0,0,0,0,3,0,0,0,4,0,45,3.0,1200.0,1170.0,1150.0,1160.0,1080.0,1100.0,2021-22
Taylor Richards,Brighton,2,MID,0,0,0,0,0,0,0,0,0,0,0,45,3.0,1100.0,1090.0,1160.0,1160.0,1100.0,1120.0,2021-22
Troy Deeney,Watford,2,FWD,0,0,0,0,0,1,0,0,0,0,0,55,2.0,1060.0,1030.0,1090.0,1040.0,1120.0,1070.0,2021-22
Folarin Balogun,Arsenal,2,FWD,0,0,0,0,0,1,0,0,0,0,0,50,4.0,1250.0,1270.0,1150.0,1210.0,1190.0,1220.0,2021-22
Kristoffer Klaesson,Leeds,2,GK,0,0,0,0,0,0,0,0,0,4,0,45,3.0,1070.0,1080.0,1080.0,1070.0,1100.0,1100.0,2021-22
Eric Bailly,Man Utd,2,DEF,0,0,0,1,0,4,1,0,0,0,0,50,4.0,1210.0,1270.0,1170.0,1190.0,1190.0,1200.0,2021-22
Alphonse Areola,West Ham,2,GK,0,0,0,0,0,1,0,0,0,2,0,50,3.0,1130.0,1190.0,1110.0,1150.0,1160.0,1180.0,2021-22
Jason Steele,Brighton,2,GK,0,0,0,0,0,2,0,0,0,3,0,40,3.0,1100.0,1090.0,1160.0,1160.0,1100.0,1120.0,2021-22
Hélder Wander Sousa de Azevedo e Costa,Leeds,1,MID,0,0,0,0,0,0,0,0,0,0,0,55,3.0,1070.0,1080.0,1080.0,1070.0,1100.0,1100.0,2021-22
Reiss Nelson,Arsenal,1,MID,0,0,0,0,0,1,0,0,0,0,0,50,4.0,1250.0,1270.0,1150.0,1210.0,1190.0,1220.0,2021-22
Jed Steer,Aston Villa,1,GK,0,0,0,0,0,3,0,0,0,1,0,40,3.0,1100.0,1100.0,1140.0,1110.0,1090.0,1090.0,2021-22
Morgan Gibbs-White,Wolves,1,MID,0,0,0,1,0,0,0,0,0,0,0,45,3.0,1200.0,1170.0,1150.0,1160.0,1080.0,1100.0,2021-22
Dane Scarlett,Spurs,1,FWD,0,0,0,0,0,0,0,0,0,0,0,45,4.0,1210.0,1270.0,1190.0,1200.0,1210.0,1210.0,2021-22
Mahmoud Ahmed Ibrahim Hassan,Aston Villa,1,MID,0,0,0,0,0,1,0,0,0,0,0,55,3.0,1100.0,1100.0,1140.0,1110.0,1090.0,1090.0,2021-22
Tariqe Fosu-Henry,Brentford,1,MID,0,0,0,0,0,0,0,0,0,0,0,55,2.0,1060.0,1070.0,1120.0,1150.0,1080.0,1120.0,2021-22
Keinan Davis,Aston Villa,1,FWD,0,0,0,0,0,0,0,0,0,0,0,45,3.0,1100.0,1100.0,1140.0,1110.0,1090.0,1090.0,2021-22
Chem Campbell,Wolves,1,MID,0,0,0,0,0,0,0,0,0,0,0,45,3.0,1200.0,1170.0,1150.0,1160.0,1080.0,1100.0,2021-22
Pablo Marí,Arsenal,1,DEF,0,0,0,1,0,4,0,0,0,0,0,45,4.0,1250.0,1270.0,1150.0,1210.0,1190.0,1220.0,2021-22
Jaden Philogene-Bidace,Aston Villa,1,MID,0,0,0,0,0,0,0,0,0,0,0,50,3.0,1100.0,1100.0,1140.0,1110.0,1090.0,1090.0,2021-22
Emerson Palmieri dos Santos,Chelsea,1,DEF,0,0,0,0,0,0,0,0,0,0,0,45,4.0,1290.0,1320.0,1300.0,1300.0,1250.0,1290.0,2021-22
Wesley Moraes,Aston Villa,1,FWD,0,0,0,0,0,0,0,0,0,0,0,55,3.0,1100.0,1100.0,1140.0,1110.0,1090.0,1090.0,2021-22
Nathan Ferguson,Crystal Palace,1,DEF,0,0,0,0,0,0,0,0,0,0,0,45,3.0,1090.0,1100.0,1110.0,1160.0,1080.0,1160.0,2021-22
Andreas Pereira,Man Utd,0,MID,0,0,0,0,0,0,0,0,0,0,0,50,4.0,1210.0,1270.0,1170.0,1190.0,1190.0,1200.0,2021-22
Tammy Abraham,Chelsea,0,FWD,0,0,0,0,0,0,0,0,0,0,0,65,4.0,1290.0,1320.0,1300.0,1300.0,1250.0,1290.0,2021-22
Gylfi Sigurdsson,Everton,0,MID,0,0,0,0,0,0,0,0,0,0,0,70,2.0,1050.0,1090.0,1130.0,1090.0,1110.0,1110.0,2021-22
Andre Gray,Watford,0,FWD,0,0,0,0,0,0,0,0,0,0,0,55,2.0,1060.0,1030.0,1090.0,1040.0,1120.0,1070.0,2021-22
Erik Lamela,Spurs,0,MID,0,0,0,0,0,0,0,0,0,0,0,60,4.0,1210.0,1270.0,1190.0,1200.0,1210.0,1210.0,2021-22
Stipe Perica,Watford,0,FWD,0,0,0,0,0,0,0,0,0,0,0,45,2.0,1060.0,1030.0,1090.0,1040.0,1120.0,1070.0,2021-22
Ethan Ampadu,Chelsea,0,DEF,0,0,0,0,0,0,0,0,0,0,0,45,4.0,1290.0,1320.0,1300.0,1300.0,1250.0,1290.0,2021-22
Jordan Hugill,Norwich,0,FWD,0,0,0,0,0,0,0,0,0,0,0,55,2.0,1030.0,1040.0,1040.0,1040.0,1040.0,1030.0,2021-22
Ellery Balcombe,Brentford,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,2.0,1060.0,1070.0,1120.0,1150.0,1080.0,1120.0,2021-22
Joseph Hungbo,Watford,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,2.0,1060.0,1030.0,1090.0,1040.0,1120.0,1070.0,2021-22
Aaron Ramsey,Aston Villa,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,3.0,1100.0,1100.0,1140.0,1110.0,1090.0,1090.0,2021-22
Andreas Söndergaard,Wolves,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,3.0,1200.0,1170.0,1150.0,1160.0,1080.0,1100.0,2021-22
Frédéric Guilbert,Aston Villa,0,DEF,0,0,0,0,0,0,0,0,0,0,0,45,3.0,1100.0,1100.0,1140.0,1110.0,1090.0,1090.0,2021-22
Andi Zeqiri,Brighton,0,FWD,0,0,0,0,0,0,0,0,0,0,0,45,3.0,1100.0,1090.0,1160.0,1160.0,1100.0,1120.0,2021-22
Héctor Bellerín,Arsenal,0,DEF,0,0,0,0,0,0,0,0,0,0,0,50,4.0,1250.0,1270.0,1150.0,1210.0,1190.0,1220.0,2021-22
Frederik Alves,West Ham,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,3.0,1130.0,1190.0,1110.0,1150.0,1160.0,1180.0,2021-22
William Saliba,Arsenal,0,DEF,0,0,0,0,0,0,0,0,0,0,0,45,4.0,1250.0,1270.0,1150.0,1210.0,1190.0,1220.0,2021-22
Will Norris,Burnley,0,GK,0,0,0,0,0,0,0,0,0,0,0,45,2.0,1060.0,1060.0,1080.0,1130.0,1060.0,1100.0,2021-22
Isaac Success Ajayi,Watford,0,FWD,0,0,0,0,0,0,0,0,0,0,0,50,2.0,1060.0,1030.0,1090.0,1040.0,1120.0,1070.0,2021-22
Winston Reid,West Ham,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,3.0,1130.0,1190.0,1110.0,1150.0,1160.0,1180.0,2021-22
Xherdan Shaqiri,Liverpool,0,MID,0,0,0,0,0,0,0,0,0,0,0,60,5.0,1340.0,1360.0,1300.0,1350.0,1340.0,1350.0,2021-22
Ian Carlo Poveda-Ocampo,Leeds,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,3.0,1070.0,1080.0,1080.0,1070.0,1100.0,1100.0,2021-22
Jamal Baptiste,West Ham,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,3.0,1130.0,1190.0,1110.0,1150.0,1160.0,1180.0,2021-22
Francisco Casilla Cortés,Leeds,0,GK,0,0,0,0,0,0,0,0,0,0,0,45,3.0,1070.0,1080.0,1080.0,1070.0,1100.0,1100.0,2021-22
James Rodríguez,Everton,0,MID,0,0,0,0,0,0,0,0,0,0,0,70,2.0,1050.0,1090.0,1130.0,1090.0,1110.0,1110.0,2021-22
Florin Andone,Brighton,0,FWD,0,0,0,0,0,0,0,0,0,0,0,50,3.0,1100.0,1090.0,1160.0,1160.0,1100.0,1120.0,2021-22
Adedapo Awokoya-Mebude,Watford,0,FWD,0,0,0,0,0,0,0,0,0,0,0,45,2.0,1060.0,1030.0,1090.0,1040.0,1120.0,1070.0,2021-22
Adrián San Miguel del Castillo,Liverpool,0,GK,0,0,0,0,0,0,0,0,0,0,0,45,5.0,1340.0,1360.0,1300.0,1350.0,1340.0,1350.0,2021-22
Jan Zamburek,Brentford,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,2.0,1060.0,1070.0,1120.0,1150.0,1080.0,1120.0,2021-22
Jarosław Jach,Crystal Palace,0,DEF,0,0,0,0,0,0,0,0,0,0,0,45,3.0,1090.0,1100.0,1110.0,1160.0,1080.0,1160.0,2021-22
Josh Benson,Burnley,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,2.0,1060.0,1060.0,1080.0,1130.0,1060.0,1100.0,2021-22
Yerson Mosquera Valdelamar,Wolves,0,DEF,0,0,0,0,0,0,0,0,0,0,0,45,3.0,1200.0,1170.0,1150.0,1160.0,1080.0,1100.0,2021-22
Toby Alderweireld,Spurs,0,DEF,0,0,0,0,0,0,0,0,0,0,0,50,4.0,1210.0,1270.0,1190.0,1200.0,1210.0,1210.0,2021-22
Alireza Jahanbakhsh,Brighton,0,MID,0,0,0,0,0,0,0,0,0,0,0,55,3.0,1100.0,1090.0,1160.0,1160.0,1100.0,1120.0,2021-22
Willian Borges Da Silva,Arsenal,0,MID,0,0,0,0,0,0,0,0,0,0,0,65,4.0,1250.0,1270.0,1150.0,1210.0,1190.0,1220.0,2021-22
Joe Hart,Spurs,0,GK,0,0,0,0,0,0,0,0,0,0,0,45,4.0,1210.0,1270.0,1190.0,1200.0,1210.0,1210.0,2021-22
Tom Heaton,Man Utd,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,4.0,1210.0,1270.0,1170.0,1190.0,1190.0,1200.0,2021-22
Nathaniel Chalobah,Watford,0,MID,0,0,0,0,0,0,0,0,0,0,0,50,2.0,1060.0,1030.0,1090.0,1040.0,1120.0,1070.0,2021-22
Josh Martin,Norwich,0,MID,0,0,0,0,0,0,0,0,0,0,0,50,2.0,1030.0,1040.0,1040.0,1040.0,1040.0,1030.0,2021-22
Mathew Ryan,Brighton,0,GK,0,0,0,0,0,0,0,0,0,0,0,45,3.0,1100.0,1090.0,1160.0,1160.0,1100.0,1120.0,2021-22
Christoph Zimmermann,Norwich,0,DEF,0,0,0,0,0,8,0,0,0,0,0,45,2.0,1030.0,1040.0,1040.0,1040.0,1040.0,1030.0,2021-22
Ben Woodburn,Liverpool,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,5.0,1340.0,1360.0,1300.0,1350.0,1340.0,1350.0,2021-22
