Player,Country,Team,Assists,Season
Wes Harding,Jamaica,Rotherham United,3,2022-2023
George Honeyman,England,Millwall FC,3,2022-2023
Jonny Howson,England,Middlesbrough FC,3,2022-2023
Daniel Johnson,Jamaica,Preston North End,3,2022-2023
Joel Latibeaudiere,Jamaica,Swansea City,3,2022-2023
Josh Laurent,England,Stoke City,3,2022-2023
Darragh Lenihan,Ireland,Middlesbrough FC,3,2022-2023
Scott Malone,England,Millwall FC,3,2022-2023
James McAtee,England,Sheffield United,3,2022-2023
Riley McGree,Australia,Middlesbrough FC,3,2022-2023
Kenny McLean,Scotland,Norwich City,3,2022-2023
Yakou Meïté,Ivory Coast,Reading FC,3,2022-2023
Olivier Ntcham,Cameroon,Swansea City,3,2022-2023
Callum O'Dowda,Ireland,Cardiff City,3,2022-2023
Callum O'Hare,England,Coventry City,3,2022-2023
Kenneth Paal,Suriname,Queens Park Rangers,3,2022-2023
Max Power,England,Wigan Athletic,3,2022-2023
Joe Rankin-Costello,England,Blackburn Rovers,3,2022-2023
Andy Rinomhota,Zimbabwe,Cardiff City,3,2022-2023
Tom Rogić,Australia,West Bromwich Albion,3,2022-2023
Matty Sorinola,England,Swansea City,3,2022-2023
Ross Stewart,Scotland,Sunderland AFC,3,2022-2023
Benjamin Tetteh,Ghana,Hull City,3,2022-2023
Conor Townsend,England,West Bromwich Albion,3,2022-2023
Duncan Watmore,England,Millwall FC,3,2022-2023
Ryan Wintle,England,Cardiff City,3,2022-2023
Max Aarons,England,Norwich City,2,2022-2023
Anel Ahmedhodžić,Bosnia-Herzegovina,Sheffield United,2,2022-2023
Chuba Akpom,England,Middlesbrough FC,2,2022-2023
Jamie Allen,England,Coventry City,2,2022-2023
Keshi Anderson,England,Blackpool FC,2,2022-2023
Yáser Asprilla,Colombia,Watford FC,2,2022-2023
Femi Azeez,England,Reading FC,2,2022-2023
Chris Basham,England,Sheffield United,2,2022-2023
Jordan Beyer,Germany,Burnley FC,2,2022-2023
Josh Bowler,England,Blackpool FC,2,2022-2023
Alan Browne,Ireland,Preston North End,2,2022-2023
Oliver Burke,Scotland,Millwall FC,2,2022-2023
Allan Campbell,Scotland,Luton Town,2,2022-2023
Andy Carroll,England,Reading FC,2,2022-2023
Ollie Cooper,Wales,Swansea City,2,2022-2023
Jack Cork,England,Burnley FC,2,2022-2023
Conor Coventry,Ireland,Rotherham United,2,2022-2023
Lewie Coyle,England,Hull City,2,2022-2023
Greg Cunningham,Ireland,Preston North End,2,2022-2023
Fankaty Dabo,England,Coventry City,2,2022-2023
Keinan Davis,England,Watford FC,2,2022-2023
Brahima Diarra,Mali,Huddersfield Town,2,2022-2023
Greg Docherty,Scotland,Hull City,2,2022-2023
Kenny Dougall,Australia,Blackpool FC,2,2022-2023
Cody Drameh,England,Luton Town,2,2022-2023
Lyndon Dykes,Scotland,Queens Park Rangers,2,2022-2023
Josh Eccles,England,Coventry City,2,2022-2023
Elliot Embleton,England,Sunderland AFC,2,2022-2023
Sam Field,England,Queens Park Rangers,2,2022-2023
Lewis Fiorini,Scotland,Blackpool FC,2,2022-2023
Aden Flint,England,Stoke City,2,2022-2023
Tyrese Fornah,England,Reading FC,2,2022-2023
Sam Gallagher,England,Blackburn Rovers,2,2022-2023
Jordan Graham,England,Birmingham City,2,2022-2023
Jacob Greaves,England,Hull City,2,2022-2023
Taylor Harwood-Bellis,England,Burnley FC,2,2022-2023
Michał Helik,Poland,Huddersfield Town,2,2022-2023
Duane Holmes,USA,Huddersfield Town,2,2022-2023
Andrew Hughes,Wales,Preston North End,2,2022-2023
Trai Hume,Northern Ireland,Sunderland AFC,2,2022-2023
Dominic Hyam,Scotland,Coventry City,2,2022-2023
Lukas Jutkiewicz,England,Birmingham City,2,2022-2023
Hassane Kamara,Ivory Coast,Watford FC,2,2022-2023
Will Keane,Ireland,Wigan Athletic,2,2022-2023
Reda Khadra,Germany,Sheffield United,2,2022-2023
Ethan Laird,England,Queens Park Rangers,2,2022-2023
Shayne Lavery,Northern Ireland,Blackpool FC,2,2022-2023
Liam Lindsay,Scotland,Preston North End,2,2022-2023
Emmanuel Longelo,England,Birmingham City,2,2022-2023
Jamal Lowe,Jamaica,Queens Park Rangers,2,2022-2023
Lucas João,Angola,Reading FC,2,2022-2023
Oliver McBurnie,Scotland,Sheffield United,2,2022-2023
Tyler Morton,England,Blackburn Rovers,2,2022-2023
Alex Mowatt,England,West Bromwich Albion,2,2022-2023
Kal Naismith,Scotland,Bristol City,2,2022-2023
Perry Ng,England,Cardiff City,2,2022-2023
Brooke Norton-Cuffy,England,Rotherham United,2,2022-2023
Marcelino Núñez,Chile,Norwich City,2,2022-2023
Michael Obafemi,Ireland,Swansea City,2,2022-2023
Fred Onyedinma,Nigeria,Luton Town,2,2022-2023
Kasey Palmer,Jamaica,Coventry City,2,2022-2023
Jamie Paterson,England,Swansea City,2,2022-2023
Matthew Phillips,Scotland,West Bromwich Albion,2,2022-2023
Harry Pickering,England,Blackburn Rovers,2,2022-2023
Joël Piroe,Netherlands,Swansea City,2,2022-2023
Brad Potts,England,Preston North End,2,2022-2023
Joe Ralls,England,Cardiff City,2,2022-2023
Oliver Rathbone,England,Rotherham United,2,2022-2023
Jay Rodriguez,England,Burnley FC,2,2022-2023
Josh Sargent,USA,Norwich City,2,2022-2023
Allahyar Sayyadmanesh,Iran,Hull City,2,2022-2023
Antoine Semenyo,Ghana,Bristol City,2,2022-2023
Jean Seri,Ivory Coast,Hull City,2,2022-2023
Ben Sheaf,England,Coventry City,2,2022-2023
Ellis Simms,England,Sunderland AFC,2,2022-2023
Danel Sinani,Luxembourg,Wigan Athletic,2,2022-2023
Enda Stevens,Ireland,Sheffield United,2,2022-2023
Sammie Szmodics,Ireland,Blackburn Rovers,2,2022-2023
Adama Traoré,Mali,Hull City,2,2022-2023
Lewis Travis,England,Blackburn Rovers,2,2022-2023
Auston Trusty,USA,Birmingham City,2,2022-2023
Zak Vyner,England,Bristol City,2,2022-2023
Ben Whiteman,England,Preston North End,2,2022-2023
Connor Wickham,England,Cardiff City,2,2022-2023
Joe Williams,England,Bristol City,2,2022-2023
Chris Willock,England,Queens Park Rangers,2,2022-2023
Richard Wood,England,Rotherham United,2,2022-2023
Ben Woodburn,Wales,Preston North End,2,2022-2023
Ryan Woods,England,Hull City,2,2022-2023
Charlie Wyke,England,Wigan Athletic,2,2022-2023
Thelo Aasgaard,Norway,Wigan Athletic,1,2022-2023
Benik Afobe,Congo DR,Millwall FC,1,2022-2023
Joe Allen,Wales,Swansea City,1,2022-2023
Rob Atkinson,England,Bristol City,1,2022-2023
Abdoullah Ba,France,Sunderland AFC,1,2022-2023
Daniel Ballard,Northern Ireland,Sunderland AFC,1,2022-2023
Samuel Bastien,Congo DR,Burnley FC,1,2022-2023
Danny Batth,England,Sunderland AFC,1,2022-2023
Vakoun Bayo,Ivory Coast,Watford FC,1,2022-2023
Amari'i Bell,Jamaica,Luton Town,1,2022-2023
Sam Bell,England,Bristol City,1,2022-2023
Mason Bennett,England,Millwall FC,1,2022-2023
Jewison Bennette,Costa Rica,Sunderland AFC,1,2022-2023
Krystian Bielik,Poland,Birmingham City,1,2022-2023
Nicholas Bilokapić,Australia,Huddersfield Town,1,2022-2023
Jayden Bogle,England,Sheffield United,1,2022-2023
Tolaji Bola,England,Rotherham United,1,2022-2023
Will Boyle,England,Huddersfield Town,1,2022-2023
Rhian Brewster,England,Sheffield United,1,2022-2023
Callum Brittain,England,Blackburn Rovers,1,2022-2023
Jacob Brown,Scotland,Stoke City,1,2022-2023
John Buckley,England,Blackburn Rovers,1,2022-2023
Tyler Burey,England,Millwall FC,1,2022-2023
Thomas Cannon,Ireland,Preston North End,1,2022-2023
Sonny Carey,England,Blackpool FC,1,2022-2023
Craig Cathcart,Northern Ireland,Watford FC,1,2022-2023
Cyrus Christie,Ireland,Hull City,1,2022-2023
Dennis Cirkin,England,Sunderland AFC,1,2022-2023
Rubin Colwill,Wales,Cardiff City,1,2022-2023
Callum Connolly,England,Blackpool FC,1,2022-2023
Theo Corbeanu,Canada,Blackpool FC,1,2022-2023
Charlie Cresswell,England,Millwall FC,1,2022-2023
Liam Cullen,Wales,Swansea City,1,2022-2023
Bradley Dack,England,Blackburn Rovers,1,2022-2023
Daniel Ayala,Spain,Blackburn Rovers,1,2022-2023
Tendayi Darikwa,Zimbabwe,Wigan Athletic,1,2022-2023
Harry Darling,England,Swansea City,1,2022-2023
Jay Dasilva,Wales,Bristol City,1,2022-2023
Troy Deeney,England,Birmingham City,1,2022-2023
Tom Dele-Bashiru,Nigeria,Watford FC,1,2022-2023
Anfernee Dijksteel,Suriname,Middlesbrough FC,1,2022-2023
Daryl Dike,USA,West Bromwich Albion,1,2022-2023
Callum Doyle,England,Coventry City,1,2022-2023
Tom Eaves,England,Rotherham United,1,2022-2023
Tayo Edun,England,Blackburn Rovers,1,2022-2023
John Egan,Ireland,Sheffield United,1,2022-2023
Ovie Ejaria,England,Reading FC,1,2022-2023
Hjalmar Ekdal,Sweden,Burnley FC,1,2022-2023
Óscar Estupiñán,Colombia,Hull City,1,2022-2023
Kion Etete,England,Cardiff City,1,2022-2023
Ched Evans,Wales,Preston North End,1,2022-2023
John Fleck,Scotland,Sheffield United,1,2022-2023
Brandon Fleming,England,Hull City,1,2022-2023
Wes Foderingham,England,Sheffield United,1,2022-2023
Luke Freeman,England,Luton Town,1,2022-2023
Jay Fulton,Scotland,Swansea City,1,2022-2023
Jordan Gabriel,England,Blackpool FC,1,2022-2023
Taylor Gardner-Hickman,England,West Bromwich Albion,1,2022-2023
Dimitris Giannoulis,Greece,Norwich City,1,2022-2023
Ben Gibson,England,Norwich City,1,2022-2023
Nesta Guinness-Walker,England,Reading FC,1,2022-2023
George Hall,England,Birmingham City,1,2022-2023
Grant Hanley,Scotland,Norwich City,1,2022-2023
Jaheim Headley,England,Huddersfield Town,1,2022-2023
Jeff Hendrick,Ireland,Reading FC,1,2022-2023
Henrique Araújo,Portugal,Watford FC,1,2022-2023
Ki-Jana Hoever,Netherlands,Stoke City,1,2022-2023
Scott Hogan,Ireland,Birmingham City,1,2022-2023
Jonathan Hogg,England,Huddersfield Town,1,2022-2023
Joseph Hungbo,England,Watford FC,1,2022-2023
James Husband,England,Blackpool FC,1,2022-2023
Sam Hutchinson,England,Reading FC,1,2022-2023
Adam Idah,Ireland,Norwich City,1,2022-2023
Ben Jackson,England,Huddersfield Town,1,2022-2023
Phil Jagielka,England,Stoke City,1,2022-2023
Daniel Jebbison,England,Sheffield United,1,2022-2023
Cameron Jerome,Grenada,Luton Town,1,2022-2023
Sory Kaba,Guinea,Cardiff City,1,2022-2023
Osman Kakay,Sierra Leone,Queens Park Rangers,1,2022-2023
David Kasumu,Nigeria,Huddersfield Town,1,2022-2023
Jason Kerr,Scotland,Wigan Athletic,1,2022-2023
Kaine Kesler-Hayden,England,Huddersfield Town,1,2022-2023
Andy King,Wales,Bristol City,1,2022-2023
Anthony Knockaert,France,Huddersfield Town,1,2022-2023
Ismaël Koné,Canada,Watford FC,1,2022-2023
Josh Koroma,England,Huddersfield Town,1,2022-2023
Tom Lees,England,Huddersfield Town,1,2022-2023
Ryan Leonard,England,Millwall FC,1,2022-2023
Tom Lockyer,Wales,Luton Town,1,2022-2023
Shane Long,Ireland,Reading FC,1,2022-2023
Ryan Longman,England,Hull City,1,2022-2023
Mamadou Loum,Senegal,Reading FC,1,2022-2023
Joe Lumley,England,Reading FC,1,2022-2023
Josh Magennis,Northern Ireland,Wigan Athletic,1,2022-2023
Marquinhos Oliveira,Brazil,Norwich City,1,2022-2023
Matheus Martins,Brazil,Watford FC,1,2022-2023
Sam McCallum,England,Norwich City,1,2022-2023
Tom McIntyre,Scotland,Reading FC,1,2022-2023
Sean McLoughlin,Ireland,Hull City,1,2022-2023
Danny McNamara,Ireland,Millwall FC,1,2022-2023
Anis Mehmeti,Albania,Bristol City,1,2022-2023
Billy Mitchell,England,Millwall FC,1,2022-2023
Pelly-Ruddock Mpanzu,Congo DR,Luton Town,1,2022-2023
Kyle Naughton,England,Swansea City,1,2022-2023
Tom Naylor,England,Wigan Athletic,1,2022-2023
Niels Nkounkou,France,Cardiff City,1,2022-2023
Luke O'Nien,England,Sunderland AFC,1,2022-2023
Dara O'Shea,Ireland,West Bromwich Albion,1,2022-2023
Josh Onomah,England,Preston North End,1,2022-2023
Jonathan Panzo,England,Coventry City,1,2022-2023
Anthony Patterson,England,Sunderland AFC,1,2022-2023
Ben Pearson,England,Stoke City,1,2022-2023
Matty Pearson,England,Huddersfield Town,1,2022-2023
Dimitrios Pelkas,Greece,Hull City,1,2022-2023
Jaden Philogene,England,Cardiff City,1,2022-2023
Ryan Porteous,Scotland,Watford FC,1,2022-2023
Ian Poveda,Colombia,Blackpool FC,1,2022-2023
Milot Rashica,Kosovo,Norwich City,1,2022-2023
Marc Roberts,England,Birmingham City,1,2022-2023
Jack Robinson,England,Sheffield United,1,2022-2023
Morgan Rogers,England,Blackpool FC,1,2022-2023
Dion Sanderson,England,Birmingham City,1,2022-2023
Naby Sarr,Senegal,Reading FC,1,2022-2023
Billy Sharp,England,Sheffield United,1,2022-2023
Doğukan Sinik,Turkey,Hull City,1,2022-2023
Tommy Smith,England,Middlesbrough FC,1,2022-2023
Jacob Sørensen,Denmark,Norwich City,1,2022-2023
Zack Steffen,USA,Middlesbrough FC,1,2022-2023
Callum Styles,Hungary,Millwall FC,1,2022-2023
Mark Sykes,Ireland,Bristol City,1,2022-2023
Charlie Taylor,England,Burnley FC,1,2022-2023
Jordan Thorniley,England,Blackpool FC,1,2022-2023
Ollie Turton,England,Huddersfield Town,1,2022-2023
Scott Twine,England,Burnley FC,1,2022-2023
Vitinho,Brazil,Burnley FC,1,2022-2023
Liam Walsh,England,Swansea City,1,2022-2023
Adam Wharton,England,Blackburn Rovers,1,2022-2023
Jack Whatmough,England,Wigan Athletic,1,2022-2023
Gavin Whyte,Northern Ireland,Cardiff City,1,2022-2023
Ben Wiles,England,Rotherham United,1,2022-2023
Nathan Wood,England,Swansea City,1,2022-2023
Cauley Woodrow,England,Luton Town,1,2022-2023
Andy Yiadom,Ghana,Reading FC,1,2022-2023
Leif Davis,England,Ipswich Town,20,2023-2024
Georginio Rutter,France,Leeds United,16,2023-2024
Kiernan Dewsbury-Hall,England,Leicester City,14,2023-2024
Adam Armstrong,England,Southampton FC,13,2023-2024
Abdul Fatawu,Ghana,Leicester City,13,2023-2024
Gabriel Sara,Brazil,Norwich City,12,2023-2024
Crysencio Summerville,Netherlands,Leeds United,10,2023-2024
Luke Ayling,England,Middlesbrough FC,9,2023-2024
Finn Azaz,Ireland,Plymouth Argyle,9,2023-2024
Conor Chaplin,England,Ipswich Town,9,2023-2024
Sorba Thomas,Wales,Huddersfield Town,9,2023-2024
Ilias Chair,Morocco,Queens Park Rangers,8,2023-2024
Grady Diangana,Congo DR,West Bromwich Albion,8,2023-2024
Mads Frøkjær-Jensen,Denmark,Preston North End,8,2023-2024
Morgan Whittaker,England,Plymouth Argyle,8,2023-2024
Stuart Armstrong,Scotland,Southampton FC,7,2023-2024
Yáser Asprilla,Colombia,Watford FC,7,2023-2024
Luke Cundle,England,Stoke City,7,2023-2024
Junior Firpo,Dom. Republic,Leeds United,7,2023-2024
Dan James,Wales,Leeds United,7,2023-2024
Joe Ralls,England,Cardiff City,7,2023-2024
Juninho Bacuna,Curaçao,Birmingham City,6,2023-2024
Matt Crooks,England,Middlesbrough FC,6,2023-2024
George Hirst,England,Ipswich Town,6,2023-2024
Stephy Mavididi,England,Leicester City,6,2023-2024
Koji Miyoshi,Japan,Birmingham City,6,2023-2024
Andrew Moran,Ireland,Blackburn Rovers,6,2023-2024
Sam Morsy,Egypt,Ipswich Town,6,2023-2024
Jamie Paterson,England,Swansea City,6,2023-2024
Jaden Philogene,England,Hull City,6,2023-2024
Alex Pritchard,England,Sunderland AFC,6,2023-2024
Morgan Rogers,England,Middlesbrough FC,6,2023-2024
Jack Stacey,England,Norwich City,6,2023-2024
Josh Tymon,England,Swansea City,6,2023-2024
Haji Wright,USA,Coventry City,6,2023-2024
Jun-ho Bae,South Korea,Stoke City,5,2023-2024
Ashley Barnes,England,Norwich City,5,2023-2024
Callum Brittain,England,Blackburn Rovers,5,2023-2024
David Brooks,Wales,Southampton FC,5,2023-2024
Liam Cullen,Wales,Swansea City,5,2023-2024
Patson Daka,Zambia,Leicester City,5,2023-2024
Josh Eccles,England,Coventry City,5,2023-2024
Zian Flemming,Netherlands,Millwall FC,5,2023-2024
Darnell Furlong,England,West Bromwich Albion,5,2023-2024
Matt Grimes,England,Swansea City,5,2023-2024
Ki-Jana Hoever,Netherlands,Stoke City,5,2023-2024
Duane Holmes,USA,Preston North End,5,2023-2024
Omari Hutchinson,Jamaica,Ipswich Town,5,2023-2024
Kenny McLean,Scotland,Norwich City,5,2023-2024
Liam Millar,Canada,Preston North End,5,2023-2024
Tyler Morton,England,Hull City,5,2023-2024
Alex Mowatt,England,West Bromwich Albion,5,2023-2024
Anthony Musaba,Netherlands,Sheffield Wednesday,5,2023-2024
Wilfred Ndidi,Nigeria,Leicester City,5,2023-2024
Dan Neil,England,Sunderland AFC,5,2023-2024
Milan van Ewijk,Netherlands,Coventry City,5,2023-2024
Jed Wallace,England,West Bromwich Albion,5,2023-2024
Joe Williams,England,Bristol City,5,2023-2024
Ché Adams,Scotland,Southampton FC,4,2023-2024
Lucas Andersen,Denmark,Queens Park Rangers,4,2023-2024
Abdoullah Ba,France,Sunderland AFC,4,2023-2024
Alan Browne,Ireland,Preston North End,4,2023-2024
Wouter Burger,Netherlands,Stoke City,4,2023-2024
Wes Burns,Wales,Ipswich Town,4,2023-2024
Jack Clarke,England,Sunderland AFC,4,2023-2024
Jamilu Collins,Nigeria,Cardiff City,4,2023-2024
Tyrhys Dolan,England,Blackburn Rovers,4,2023-2024
Taylor Gardner-Hickman,England,West Bromwich Albion,4,2023-2024
Dimitris Giannoulis,Greece,Norwich City,4,2023-2024
Jacob Greaves,England,Hull City,4,2023-2024
Ryan Hardie,Scotland,Plymouth Argyle,4,2023-2024
Marvin Johnson,England,Sheffield Wednesday,4,2023-2024
Isaiah Jones,England,Middlesbrough FC,4,2023-2024
Jamal Lowe,Jamaica,Swansea City,4,2023-2024
Perry Ng,England,Cardiff City,4,2023-2024
Brooke Norton-Cuffy,England,Millwall FC,4,2023-2024
Kasey Palmer,Jamaica,Coventry City,4,2023-2024
Charlie Patino,England,Swansea City,4,2023-2024
Joe Rankin-Costello,England,Blackburn Rovers,4,2023-2024
George Saville,Northern Ireland,Millwall FC,4,2023-2024
Ken Sema,Sweden,Watford FC,4,2023-2024
Jean Seri,Ivory Coast,Hull City,4,2023-2024
Mark Sykes,Ireland,Bristol City,4,2023-2024
Sammie Szmodics,Ireland,Blackburn Rovers,4,2023-2024
Conor Townsend,England,West Bromwich Albion,4,2023-2024
Chris Willock,England,Queens Park Rangers,4,2023-2024
Ryan Wintle,England,Cardiff City,4,2023-2024
Sinclair Armstrong,Ireland,Queens Park Rangers,3,2023-2024
Vakoun Bayo,Ivory Coast,Watford FC,3,2023-2024
Borja Sainz,Spain,Norwich City,3,2023-2024
Tom Bradshaw,Wales,Millwall FC,3,2023-2024
Cohen Bramall,England,Rotherham United,3,2023-2024
Nathan Broadhead,Wales,Ipswich Town,3,2023-2024
Cafú,Portugal,Rotherham United,3,2023-2024
Giorgi Chakvetadze,Georgia,Watford FC,3,2023-2024
Matt Clarke,England,Middlesbrough FC,3,2023-2024
Jay Dasilva,Wales,Coventry City,3,2023-2024
Cody Drameh,England,Leeds United,3,2023-2024
Samuel Edozie,England,Southampton FC,3,2023-2024
Lukas Engel,Denmark,Middlesbrough FC,3,2023-2024
Tom Fellows,England,West Bromwich Albion,3,2023-2024
Sam Gallagher,England,Blackburn Rovers,3,2023-2024
Djeidi Gassama,France,Sheffield Wednesday,3,2023-2024
Alex Gilbert,Ireland,Middlesbrough FC,3,2023-2024
Sam Greenwood,England,Middlesbrough FC,3,2023-2024
Taylor Harwood-Bellis,England,Southampton FC,3,2023-2024
Ryan Hedges,Wales,Blackburn Rovers,3,2023-2024
Onel Hernández,Cuba,Norwich City,3,2023-2024
James Hill,England,Blackburn Rovers,3,2023-2024
Wesley Hoedt,Netherlands,Watford FC,3,2023-2024
Kayden Jackson,England,Ipswich Town,3,2023-2024
Alfie Jones,England,Hull City,3,2023-2024
Glen Kamara,Finland,Leeds United,3,2023-2024
Will Keane,Ireland,Preston North End,3,2023-2024
Jason Knight,Ireland,Bristol City,3,2023-2024
Ismaël Koné,Canada,Watford FC,3,2023-2024
Ryan Longman,England,Millwall FC,3,2023-2024
Imrân Louza,Morocco,Watford FC,3,2023-2024
Ryan Mmaee,Morocco,Stoke City,3,2023-2024
Bali Mumba,England,Plymouth Argyle,3,2023-2024
Sam Nombe,England,Rotherham United,3,2023-2024
Marcelino Núñez,Chile,Norwich City,3,2023-2024
Callum O'Hare,England,Coventry City,3,2023-2024
Matthew Phillips,Scotland,West Bromwich Albion,3,2023-2024
Joël Piroe,Netherlands,Swansea City,3,2023-2024
Ryan Porteous,Scotland,Watford FC,3,2023-2024
Cameron Pring,England,Bristol City,3,2023-2024
Ricardo Pereira,Portugal,Leicester City,3,2023-2024
Jack Rudoni,England,Huddersfield Town,3,2023-2024
Will Smallbone,Ireland,Southampton FC,3,2023-2024
Kamaldeen Sulemana,Ghana,Southampton FC,3,2023-2024
Ivan Šunjić,Croatia,Birmingham City,3,2023-2024
Scott Twine,England,Hull City,3,2023-2024
Will Vaulks,Wales,Sheffield Wednesday,3,2023-2024
Kyle Walker-Peters,England,Southampton FC,3,2023-2024
Andreas Weimann,Austria,West Bromwich Albion,3,2023-2024
Adam Wharton,England,Blackburn Rovers,3,2023-2024
Yunus Akgün,Turkey,Leicester City,2,2023-2024
Keshi Anderson,England,Birmingham City,2,2023-2024
Ryan Andrews,England,Watford FC,2,2023-2024
Adil Aouchiche,France,Sunderland AFC,2,2023-2024
Barry Bannan,Scotland,Sheffield Wednesday,2,2023-2024
Daniel Barlaser,England,Middlesbrough FC,2,2023-2024
Di'Shon Bernard,Jamaica,Sheffield Wednesday,2,2023-2024
Jake Bidwell,England,Coventry City,2,2023-2024
Robbie Brady,Ireland,Preston North End,2,2023-2024
Delano Burgzorg,Netherlands,Huddersfield Town,2,2023-2024
Sam Byram,England,Leeds United,2,2023-2024
Allan Campbell,Scotland,Millwall FC,2,2023-2024
Hayden Carter,England,Blackburn Rovers,2,2023-2024
Cyrus Christie,Ireland,Hull City,2,2023-2024
Sam Clucas,England,Rotherham United,2,2023-2024
Rubin Colwill,Wales,Cardiff City,2,2023-2024
Ollie Cooper,Wales,Swansea City,2,2023-2024
Harry Darling,England,Swansea City,2,2023-2024
Liam Delap,England,Hull City,2,2023-2024
Tom Dele-Bashiru,Nigeria,Watford FC,2,2023-2024
Alfie Devine,England,Plymouth Argyle,2,2023-2024
Brahima Diarra,Mali,Huddersfield Town,2,2023-2024
Flynn Downes,England,Southampton FC,2,2023-2024
George Edmundson,England,Ipswich Town,2,2023-2024
Pierre Ekwah,France,Sunderland AFC,2,2023-2024
Fabio Carvalho,Portugal,Hull City,2,2023-2024
Christian Fassnacht,Switzerland,Norwich City,2,2023-2024
Sam Field,England,Queens Park Rangers,2,2023-2024
Adam Forshaw,England,Plymouth Argyle,2,2023-2024
Marcus Forss,Finland,Middlesbrough FC,2,2023-2024
Ryan Fraser,Scotland,Southampton FC,2,2023-2024
Wilfried Gnonto,Italy,Leeds United,2,2023-2024
Karlan Grant,England,Cardiff City,2,2023-2024
Archie Gray,England,Leeds United,2,2023-2024
Sead Hakšabanović,Montenegro,Stoke City,2,2023-2024
Jaheim Headley,England,Huddersfield Town,2,2023-2024
Scott Hogan,Ireland,Birmingham City,2,2023-2024
George Honeyman,England,Millwall FC,2,2023-2024
Jonny Howson,England,Middlesbrough FC,2,2023-2024
Andrew Hughes,Wales,Preston North End,2,2023-2024
Michael Ihiekwe,England,Sheffield Wednesday,2,2023-2024
Tom Ince,England,Watford FC,2,2023-2024
Dominic Iorfa,England,Sheffield Wednesday,2,2023-2024
Daniel Johnson,Jamaica,Stoke City,2,2023-2024
James Justin,England,Leicester City,2,2023-2024
Edo Kayembe,Congo DR,Watford FC,2,2023-2024
Kaine Kesler-Hayden,England,Plymouth Argyle,2,2023-2024
Josh Koroma,England,Huddersfield Town,2,2023-2024
Josh Laurent,England,Stoke City,2,2023-2024
Tom Lees,England,Huddersfield Town,2,2023-2024
Harry Leonard,England,Blackburn Rovers,2,2023-2024
Mehdi Léris,Algeria,Stoke City,2,2023-2024
Jamal Lewis,Northern Ireland,Watford FC,2,2023-2024
Ryan Manning,Ireland,Southampton FC,2,2023-2024
Matheus Martins,Brazil,Watford FC,2,2023-2024
Billy Mitchell,England,Millwall FC,2,2023-2024
Sean Morrison,England,Rotherham United,2,2023-2024
Kal Naismith,Scotland,Bristol City,2,2023-2024
Yuta Nakayama,Japan,Huddersfield Town,2,2023-2024
Abdülkadir Ömür,Turkey,Hull City,2,2023-2024
Fred Onyedinma,Nigeria,Rotherham United,2,2023-2024
Milutin Osmajić,Montenegro,Preston North End,2,2023-2024
Adam Randell,England,Plymouth Argyle,2,2023-2024
Sebastian Revan,England,Rotherham United,2,2023-2024
Emil Riis,Denmark,Preston North End,2,2023-2024
Patrick Roberts,England,Sunderland AFC,2,2023-2024
Callum Robinson,Ireland,Cardiff City,2,2023-2024
Jonathan Rowe,England,Norwich City,2,2023-2024
Tatsuhiro Sakamoto,Japan,Coventry City,2,2023-2024
Josh Sargent,USA,Norwich City,2,2023-2024
Arnór Sigurðsson,Iceland,Blackburn Rovers,2,2023-2024
Sam Silvera,Australia,Middlesbrough FC,2,2023-2024
Paul Smyth,Northern Ireland,Queens Park Rangers,2,2023-2024
Jay Stansfield,England,Birmingham City,2,2023-2024
Jack Taylor,Ireland,Ipswich Town,2,2023-2024
Brandon Thomas-Asante,Ghana,West Bromwich Albion,2,2023-2024
Jordan Thompson,Northern Ireland,Stoke City,2,2023-2024
Lewis Travis,England,Ipswich Town,2,2023-2024
Ozan Tufan,Turkey,Hull City,2,2023-2024
Iké Ugbo,Canada,Sheffield Wednesday,2,2023-2024
Jamie Vardy,England,Leicester City,2,2023-2024
Ben Whiteman,England,Preston North End,2,2023-2024
Ben Wiles,England,Rotherham United,2,2023-2024
Ben Wilmot,England,Stoke City,2,2023-2024
Josh Windass,England,Sheffield Wednesday,2,2023-2024
Azeem Abdulai,Scotland,Swansea City,1,2023-2024
Semi Ajayi,Nigeria,West Bromwich Albion,1,2023-2024
Carlos Alcaraz,Argentina,Southampton FC,1,2023-2024
Jamie Allen,England,Coventry City,1,2023-2024
Joe Allen,Wales,Swansea City,1,2023-2024
Ethan Ampadu,Wales,Leeds United,1,2023-2024
Arvin Appiah,England,Rotherham United,1,2023-2024
Joe Aribo,Nigeria,Southampton FC,1,2023-2024
Harrison Ashby,Scotland,Swansea City,1,2023-2024
Cian Ashford,Wales,Cardiff City,1,2023-2024
Yasin Ayari,Sweden,Coventry City,1,2023-2024
Radinio Balker,Suriname,Huddersfield Town,1,2023-2024
Bambo Diaby,Spain,Sheffield Wednesday,1,2023-2024
Patrick Bamford,England,Leeds United,1,2023-2024
Alex Bangura,Sierra Leone,Middlesbrough FC,1,2023-2024
Jobe Bellingham,England,Sunderland AFC,1,2023-2024
Jewison Bennette,Costa Rica,Sunderland AFC,1,2023-2024
Kian Best,England,Preston North End,1,2023-2024
Luis Binks,England,Coventry City,1,2023-2024
Josh Bowler,England,Cardiff City,1,2023-2024
James Bree,England,Southampton FC,1,2023-2024
John Buckley,England,Sheffield Wednesday,1,2023-2024
